state,lga,ward,zone,health_facility_full_name,geo_coordinate,latitude,longitude,altitude,is_operational,alternate_facility_name_details,facility_type
BENUE,UKUM,MBAZUN,NORTH CENTRAL,Dajo Primary Health Centre,SRID=4326;POINT (9.7919144 7.6644059),7.664405900000001,9.7919144,235.59277340000003,True,,PHC (Primary Health Centre)
BENUE,UKUM,MBATIAN,NORTH CENTRAL,Dyom Primary Health Centre,SRID=4326;POINT (9.6813666 7.5651638),7.565163799999999,9.6813666,255.10235600000001,True,,PHC (Primary Health Centre)
BENUE,UKUM,TSAAV,NORTH CENTRAL,Gbayier Primary Health Centre,SRID=4326;POINT (9.4621864 7.8118208),7.8118208,9.4621864,141.1,True,,PHC (Primary Health Centre)
BENUE,UKUM,TSAAV,NORTH CENTRAL,Gbeji Primary Health Centre,SRID=4326;POINT (9.4632693 7.8849065),7.8849065000000005,9.463269300000002,175.4880371,True,,PHC (Primary Health Centre)
BENUE,UKUM,LUMBUV,NORTH CENTRAL,Gyenku Nkst Primary Health Centre,SRID=4326;POINT (9.527645 7.8865783),7.886578299999999,9.527645,208.6,True,,PHC (Primary Health Centre)
BENUE,UKUM,UYAM,NORTH CENTRAL,Hwembe Primary Health Centre,SRID=4326;POINT (9.7053687 7.4905064),7.4905064,9.7053687,188.6,True,,BHC (Basic Health Centre)
BENUE,UKUM,LUMBUV,NORTH CENTRAL,Igyodo Primary Health Centre,SRID=4326;POINT (9.4932167 7.7077483),7.7077482999999996,9.493216699999998,181.8,True,,PHC (Primary Health Centre)
BENUE,UKUM,UYAM,NORTH CENTRAL,Imande Primary Health Centre,SRID=4326;POINT (9.5634394 7.511959),7.511959,9.5634394,233.7,True,,PHC (Primary Health Centre)
BENUE,UKUM,UYAM,NORTH CENTRAL,Mbagir Primary Health Centre,SRID=4326;POINT (9.7043083 7.4968374),7.496837400000001,9.704308300000001,192.6,True,,PHC (Primary Health Centre)
BENUE,UKUM,ITYULUV,NORTH CENTRAL,Mbangor Primary Health Centre,SRID=4326;POINT (9.5147037 7.6671262),7.6671262,9.5147037,185.1558228,True,,PHC (Primary Health Centre)
BENUE,UKUM,MBAYENGE,NORTH CENTRAL,Pevikyaa Nkst Primary Health Centre,SRID=4326;POINT (9.7470083 7.71054),7.710539999999999,9.747008300000001,218.1,True,,PHC (Primary Health Centre)
BENUE,UKUM,UGBAAM,NORTH CENTRAL,Adogo Primary Health Centre,SRID=4326;POINT (9.6782894 7.4684805),7.468480499999999,9.6782894,193.2,True,,BHC (Basic Health Centre)
BENUE,UKUM,LUMBUV,NORTH CENTRAL,Alabar Primary Health Centre,SRID=4326;POINT (9.5572533 7.81564),7.815639999999999,9.557253300000001,241.5000153,True,,PHC (Primary Health Centre)
BENUE,UKUM,MBAYENGE,NORTH CENTRAL,Dauda Primary Health Centre,SRID=4326;POINT (9.7919433 7.7195483),7.7195483,9.7919433,193.3,True,,PHC (Primary Health Centre)
BENUE,UKUM,UGBAAM,NORTH CENTRAL,Ugboho Primary Health Centre,SRID=4326;POINT (9.6190383 7.4992133),7.4992133,9.6190383,201.6,True,,PHC (Primary Health Centre)
BENUE,UKUM,KUNDAV,NORTH CENTRAL,PHC Ihungwa Primary Health Centre,SRID=4326;POINT (9.604555 7.4509183),7.4509183000000005,9.604555,176.8,False,,PHC (Primary Health Centre)
BENUE,UKUM,ATERAYANGE,NORTH CENTRAL,S. Leke Primary Health Centre,SRID=4326;POINT (9.6437601 7.8472551),7.847255099999999,9.6437601,141.3304443,True,Leke phc,PHC (Primary Health Centre)
BENUE,UKUM,BORIKYO,NORTH CENTRAL,Sankera Fsp Primary Health Centre,SRID=4326;POINT (9.6501598 7.5357209),7.5357209,9.6501598,230.4,True,Sankera PHC,PHC (Primary Health Centre)
BENUE,UKUM,ITYULUV,NORTH CENTRAL,Tachia Primary Health Centre,SRID=4326;POINT (9.5321966 7.5885567),7.5885567,9.5321966,211.84118650000002,True,,PHC (Primary Health Centre)
BENUE,UKUM,KUNDAV,NORTH CENTRAL,Tiza Primary Health Centre,SRID=4326;POINT (9.6163227 7.4886358),7.488635799999999,9.6163227,234.7,True,,PHC (Primary Health Centre)
BENUE,UKUM,LUMBUV,NORTH CENTRAL,Tomatar Primary Health Centre,SRID=4326;POINT (9.5115217 7.874185),7.874185000000001,9.5115217,192.6,False,,
BENUE,UKUM,KENDEV,NORTH CENTRAL,Tornajime Primary Health Centre,SRID=4326;POINT (9.5907117 7.5705267),7.5705267,9.5907117,181.2,True,,PHC (Primary Health Centre)
BENUE,UKUM,UYAM,NORTH CENTRAL,Township Z/B Primary Health Centre,SRID=4326;POINT (9.6086767 7.5105351),7.510535099999999,9.608676699999998,234.9,True,,PHC (Primary Health Centre)
BENUE,UKUM,MBATIAN,NORTH CENTRAL,Tse-Ule Primary Health Centre,SRID=4326;POINT (9.68454 7.560335),7.560335,9.68454,249.3,True,,PHC (Primary Health Centre)
BENUE,UKUM,ITYULUV,NORTH CENTRAL,Ukyongu Primary Health Centre,SRID=4326;POINT (9.5916348 7.668556),7.668556,9.591634800000001,153.8612671,False,,
BENUE,UKUM,UGBAAM,NORTH CENTRAL,Uyoo Fsp Primary Health Centre,SRID=4326;POINT (9.647885 7.4855483),7.4855483,9.647885,204.3,True,,PHC (Primary Health Centre)
BENUE,UKUM,LUMBUV,NORTH CENTRAL,Vaase Primary Health Centre,SRID=4326;POINT (9.5584283 7.876268299999988),7.8762683,9.558428300000001,157.1,False,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAGBA,NORTH CENTRAL,Atekombo Comprehensive Health Centre,SRID=4326;POINT (9.1121447 7.040546),7.040546000000001,9.112144699999998,170.0,False,,CHC (Comprehensive Health Centre)
BENUE,USHONGO,MBAGWAZA,NORTH CENTRAL,Hegha Comprehensive Health Centre,SRID=4326;POINT (9.1568438 7.003463),7.003463000000001,9.1568438,213.0,False,,CHC (Comprehensive Health Centre)
BENUE,USHONGO,UTANGE,NORTH CENTRAL,Akerior Comprehensive Health Centre,SRID=4326;POINT (9.2531095 7.0166833),7.0166832999999995,9.2531095,227.0,False,Chado,PHC (Primary Health Centre)
BENUE,USHONGO,LESSEL,NORTH CENTRAL,Lessel Maternal And Child Health,SRID=4326;POINT (9.0254265 7.1326523),7.1326523,9.0254265,163.0,False,AKPENGE,PHC (Primary Health Centre)
BENUE,USHONGO,MBAKUHA,NORTH CENTRAL,Yaakur Comprehensive Health Centre,SRID=4326;POINT (8.9801144 7.0812317),7.081231699999999,8.9801144,185.0,False,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAYEGH,NORTH CENTRAL,Ushongo Comprehensive Health Centre,SRID=4326;POINT (9.2550287 6.9551206),6.955120599999999,9.2550287,298.4705811,False,KPE WOOGH,CHC (Comprehensive Health Centre)
BENUE,USHONGO,MBAANYAM,NORTH CENTRAL,Waapera Comprehensive Health Centre,SRID=4326;POINT (9.022324 7.1819854),7.1819854,9.022324000000001,249.0,False,,CHC (Comprehensive Health Centre)
BENUE,USHONGO,MBAAWE,NORTH CENTRAL,Kartyo Comprehensive Health Centre,SRID=4326;POINT (8.941911 7.1890611),7.189061099999999,8.941911,186.0,False,,PHC (Primary Health Centre)
BENUE,USHONGO,IKOV,NORTH CENTRAL,Hiltom Comprehensive Health Centre,SRID=4326;POINT (9.361931 6.9790473),6.9790472999999995,9.361931,213.0,False,,PHC (Primary Health Centre)
BENUE,USHONGO,ATIRKYESE,NORTH CENTRAL,Adikpo-Mbaagwa Comprehensive Health Centre,SRID=4326;POINT (9.0798828 7.0882939),7.0882939,9.0798828,237.0,False,,CHC (Comprehensive Health Centre)
BENUE,USHONGO,MBAAKA,NORTH CENTRAL,Tseghem Comprehensive Health Centre,SRID=4326;POINT (8.8978632 7.1279952),7.127995200000001,8.8978632,161.0,False,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAKUHA,NORTH CENTRAL,Agbinda Primary Health Centre,SRID=4326;POINT (9.0333947 7.0880297),7.088029700000001,9.033394699999999,312.659,True,,PHC (Primary Health Centre)
BENUE,USHONGO,ATIRKYESE,NORTH CENTRAL,Ahula Primary Health Centre,SRID=4326;POINT (9.0882335 7.128248),7.128247999999999,9.088233500000001,165.843,True,,PHC (Primary Health Centre)
BENUE,USHONGO,ATIRKYESE,NORTH CENTRAL,Ahol Primary Health Centre,SRID=4326;POINT (9.1066547 7.0685763),7.068576299999999,9.1066547,124.544,True,,PHC (Primary Health Centre)
BENUE,USHONGO,LESSEL,NORTH CENTRAL,Atim Health Centre,SRID=4326;POINT (9.032451 7.107358),7.1073580000000005,9.032451,212.75400000000002,False,,
BENUE,USHONGO,ATIRKYESE,NORTH CENTRAL,Boor Primary Health Centre,SRID=4326;POINT (9.065643 7.0588999),7.058899900000001,9.065643,215.842,True,,PHC (Primary Health Centre)
BENUE,USHONGO,IKOV,NORTH CENTRAL,Fsp Wanze Primary Health Centre,SRID=4326;POINT (9.296951 6.96177),6.96177,9.296951,262.73,True,,PHC (Primary Health Centre)
BENUE,USHONGO,ATIRKYESE,NORTH CENTRAL,Ge Primary Health Centre,SRID=4326;POINT (9.0198251 7.0654485),7.0654485000000005,9.019825099999998,238.002,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAYEGH,NORTH CENTRAL,Gbatse Primary Health Centre,SRID=4326;POINT (9.2593914 7.002025),7.002025,9.2593914,201.035,True,,PHC (Primary Health Centre)
BENUE,USHONGO,UTANGE,NORTH CENTRAL,Ikyoazande Primary Health Centre,SRID=4326;POINT (9.2565678 7.0393462),7.0393462,9.256567800000001,224.87099999999998,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAKUHA,NORTH CENTRAL,Ikyobo Primary Health Centre,SRID=4326;POINT (8.8979587 7.0569978),7.0569978,8.8979587,210.687,False,,
BENUE,USHONGO,MBAAKA,NORTH CENTRAL,Jombu Primary Health Centre,SRID=4326;POINT (8.9664275 7.2025007),7.2025007,8.9664275,205.578,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAYEGH,NORTH CENTRAL,Kpor Primary Health Centre,SRID=4326;POINT (9.2165953 6.9863521),6.9863520999999995,9.216595300000002,516.636,True,,PHC (Primary Health Centre)
BENUE,USHONGO,ATIRKYESE,NORTH CENTRAL,Laadi Ugee Primary Health Centre,SRID=4326;POINT (9.0631572 7.2008657),7.2008657000000005,9.0631572,60.405,True,,PHC (Primary Health Centre)
BENUE,USHONGO,LESSEL,NORTH CENTRAL,Lessel Primary Health Centre,SRID=4326;POINT (9.022329 7.1088407),7.108840700000001,9.022329,217.9,True,LESSEL HSF,PHC (Primary Health Centre)
BENUE,USHONGO,IKOV,NORTH CENTRAL,Manor Health Centre,SRID=4326;POINT (9.3020284 6.9295732),6.9295732,9.3020284,198.076,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAKUHA,NORTH CENTRAL,Mbachivin Primary Health Centre,SRID=4326;POINT (8.8726613 7.0529315),7.052931500000001,8.8726613,191.735,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAGBA,NORTH CENTRAL,Mbahine Primary Health Centre,SRID=4326;POINT (9.058574 7.028433),7.028433000000001,9.058574,224.77200000000002,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAKUHA,NORTH CENTRAL,Nbaachi Health Centre,SRID=4326;POINT (8.950541 7.1080932),7.1080932,8.950541000000001,221.614,False,,
BENUE,USHONGO,MBAAGIR,NORTH CENTRAL,Nienga Primary Health Centre,SRID=4326;POINT (8.9692241 7.118576),7.118575999999999,8.9692241,169.06099999999998,True,,PHC (Primary Health Centre)
BENUE,USHONGO,IKOV,NORTH CENTRAL,Nkst Faajir Health Centre,SRID=4326;POINT (9.3937229 6.9974389),6.997438900000001,9.3937229,249.62099999999998,False,,
BENUE,USHONGO,MBAGBA,NORTH CENTRAL,Nkst Iorliam Health Centre,SRID=4326;POINT (9.1188363 7.060215),7.0602149999999995,9.118836300000002,124.544,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAGWAZA,NORTH CENTRAL,Nkst Korinjo Health Centre,SRID=4326;POINT (9.1750403 6.9856615),6.985661500000001,9.175040300000001,226.84599999999998,True,,PHC (Primary Health Centre)
BENUE,USHONGO,ATIRKYESE,NORTH CENTRAL,Nkst Adikpo Mbaagwa Health Centre,SRID=4326;POINT (9.0871625 7.0863361),7.086336099999999,9.0871625,191.49099999999999,True,,PHC (Primary Health Centre)
BENUE,USHONGO,UTANGE,NORTH CENTRAL,Nkst Taanghar Health Centre,SRID=4326;POINT (9.2582238 7.02404),7.024039999999999,9.258223800000001,209.40400000000002,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAKUHA,NORTH CENTRAL,Nkst Ifo Health Centre,SRID=4326;POINT (8.9919662 7.0458923),7.045892299999999,8.9919662,289.018,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAGBA,NORTH CENTRAL,Nkst Gbe Primary Health Centre,SRID=4326;POINT (9.06946 7.0395296),7.0395296,9.069460000000001,256.39099999999996,True,,PHC (Primary Health Centre)
BENUE,USHONGO,LESSEL,NORTH CENTRAL,Nkst Lessel Primary Health Centre,SRID=4326;POINT (9.0223901 7.1335433),7.1335433,9.022390099999999,0.0,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAAKA,NORTH CENTRAL,Nkst Mayange Primary Health Centre,SRID=4326;POINT (8.9740383 7.1698759),7.169875900000001,8.9740383,175.428,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAKUHA,NORTH CENTRAL,Nkst Aku Primary Health Centre,SRID=4326;POINT (8.9263512 7.0655111),7.065511099999999,8.9263512,173.37400000000002,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAYEGH,NORTH CENTRAL,Nor Health Post,SRID=4326;POINT (9.2006822 6.9445495),6.9445495,9.2006822,198.155,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAKUHA,NORTH CENTRAL,Orgba Primary Health Centre,SRID=4326;POINT (8.9404669 7.040969),7.0409690000000005,8.9404669,181.84900000000002,True,,PHC (Primary Health Centre)
BENUE,USHONGO,LESSEL,NORTH CENTRAL,Primary Health Centre,SRID=4326;POINT (9.0216919 7.1319047),7.131904700000001,9.0216919,204.831,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAGWAZA,NORTH CENTRAL,Igboor Primary Health Centre,SRID=4326;POINT (9.1736921 6.9866737),6.986673700000001,9.1736921,226.84599999999998,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAAWE,NORTH CENTRAL,Sati Abaiyol Primary Health Centre,SRID=4326;POINT (8.945022 7.2324353),7.232435300000001,8.945022,181.27,True,,PHC (Primary Health Centre)
BENUE,USHONGO,IKOV,NORTH CENTRAL,Sati Ikov Health Centre,SRID=4326;POINT (9.3490584 7.0329628),7.0329628,9.3490584,249.62099999999998,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAAGIR,NORTH CENTRAL,Shawon Primary Health Centre,SRID=4326;POINT (9.0367331 7.218709),7.218709,9.0367331,222.46200000000002,True,,PHC (Primary Health Centre)
BENUE,USHONGO,ATIRKYESE,NORTH CENTRAL,Tiam Primary Health Centre,SRID=4326;POINT (8.9717115 7.0173523),7.0173523,8.971711500000001,226.61700000000002,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAAKA,NORTH CENTRAL,Tomahar Primary Health Centre,SRID=4326;POINT (8.8624567 7.1587292),7.1587292,8.8624567,174.541,True,,PHC (Primary Health Centre)
BENUE,USHONGO,UTANGE,NORTH CENTRAL,Tsenade Primary Health Centre,SRID=4326;POINT (9.2332724 7.0408665),7.040866499999999,9.2332724,69.66199999999999,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAGBA,NORTH CENTRAL,Tsumba Primary Health Centre,SRID=4326;POINT (9.1548244 7.0555452),7.0555452,9.1548244,124.544,True,,PHC (Primary Health Centre)
BENUE,USHONGO,MBAGWAZA,NORTH CENTRAL,Ubonav Primary Health Centre,SRID=4326;POINT (9.1962346 7.0085734),7.0085733999999995,9.196234599999999,226.84599999999998,False,,
BENUE,USHONGO,MBAAKA,NORTH CENTRAL,Wajir Primary Health Centre,SRID=4326;POINT (8.9372914 7.1046878),7.1046878,8.937291400000001,293.894,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBADEDE,NORTH CENTRAL,Kiishi Primary Health Centre,SRID=4326;POINT (9.0203768 6.949953),6.949953,9.020376800000001,151.9,False,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAKAANGE,NORTH CENTRAL,Fspc Idyegh Primary Health Centre,SRID=4326;POINT (9.0261582 6.7373366),6.737336599999999,9.0261582,222.2,False,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,NINGEV,NORTH CENTRAL,Mbaagir Comprehensive Health Centre,SRID=4326;POINT (8.997229 6.8635219),6.863521899999999,8.997228999999999,127.5,False,Mbaagir Primary Health Care Centre,PHC (Primary Health Centre)
BENUE,VANDEIKYA,TSAMBE,NORTH CENTRAL,Gbem Primary Health Centre,SRID=4326;POINT (9.1428445 6.9670327),6.967032700000001,9.1428445,221.9,False,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAGBAM,NORTH CENTRAL,Bako-Ute Comprehensive Health Centre,SRID=4326;POINT (9.1873624 6.8673086),6.867308599999999,9.187362400000001,287.1,False,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAJOR,NORTH CENTRAL,Gbagbongom Comprehensive Health Centre,SRID=4326;POINT (9.1676045 6.9215659),6.9215659,9.1676045,211.8,False,Gbagbogum PHC,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBADEDE II,NORTH CENTRAL,Abaki Primary Health Centre,SRID=4326;POINT (9.0617189 6.9370411),6.937041099999999,9.0617189,108.7,False,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,TOWNSHIP,NORTH CENTRAL,Vandeikya Primary Health Centre,SRID=4326;POINT (9.0574328 6.7841832),6.784183199999999,9.0574328,202.2,False,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAKYAHA,NORTH CENTRAL,Imoughun Primary Health Centre,SRID=4326;POINT (9.1396571 6.8354227),6.8354227,9.139657099999999,133.9,False,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAYONGO,NORTH CENTRAL,Ageva Primary Health Centre,SRID=4326;POINT (9.0541733 6.699655),6.699655,9.0541733,180.4,False,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBANYUMANGBAGH,NORTH CENTRAL,Ikpoikpo Comprehensive Health Centre,SRID=4326;POINT (9.1091061 6.6607677),6.660767699999999,9.1091061,103.5,False,Ikpoikpo PHC,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAGBERA,NORTH CENTRAL,Tsua Primary Health Centre,SRID=4326;POINT (9.12671 6.7451983),6.745198299999999,9.126710000000001,196.5,False,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBADEDE,NORTH CENTRAL,Abaki Comprehensive Health Centre,SRID=4326;POINT (9.0618944 6.9370602),6.9370601999999995,9.0618944,171.81213380000003,True,PHC ABAKI,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAKAANGE,NORTH CENTRAL,Aginde Comprehensive Health Centre,SRID=4326;POINT (9.045157 6.7724506),6.772450599999999,9.045157000000001,193.61163330000002,True,PHC Aginde,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAJOR,NORTH CENTRAL,Anongo Comprehensive Health Centre,SRID=4326;POINT (9.1475349 6.9249129),6.9249129,9.1475349,263.9348145,True,PHC ANONGO,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBADEDE,NORTH CENTRAL,Mbabagu Comprehensive Health Centre,SRID=4326;POINT (9.1057811 6.8791931),6.879193099999999,9.1057811,186.43310549999998,True,MMG(Margret Mary Gusha)PHC,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAGBERA,NORTH CENTRAL,Mbagbatse Comprehensive Health Centre,SRID=4326;POINT (9.1071945 6.8021012),6.8021012,9.1071945,214.51824950000002,True,PHC MBAGBATSE.,PHC (Primary Health Centre)
BENUE,VANDEIKYA,TSAMBE,NORTH CENTRAL,Mbakough Comprehensive Health Centre,SRID=4326;POINT (9.0876133 6.9668733),6.9668733,9.087613300000001,115.0,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBADEDE,NORTH CENTRAL,Mbatyam Comprehensive Health Centre,SRID=4326;POINT (9.0643583 6.8832417),6.8832417,9.064358300000002,141.1,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAGBAM,NORTH CENTRAL,Comprehensive Health Centre Taatihi,SRID=4326;POINT (9.1748238 6.8915302),6.891530199999999,9.1748238,219.6351318,True,PHC Taatihi,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAKYAHA,NORTH CENTRAL,Tse-Kpum Comprehensive Health Centre,SRID=4326;POINT (9.1110893 6.8537913),6.8537913,9.111089300000002,223.8,True,Tse Kpum  PHC,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAKYAHA,NORTH CENTRAL,Zor Comprehensive Health Centre,SRID=4326;POINT (9.1617333 6.7992733),6.799273299999999,9.161733300000002,304.5,True,,Health Clinic
BENUE,VANDEIKYA,TOWNSHIP,NORTH CENTRAL,Fsp- Township Maternal And Child Health,SRID=4326;POINT (9.0696198 6.785772),6.785772,9.0696198,183.2662354,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBADEDE,NORTH CENTRAL,Ihugh Primary Health Centre,SRID=4326;POINT (9.0253567 7.0076783),7.007678299999999,9.0253567,212.2,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBADEDE,NORTH CENTRAL,Mbaakon Geri Primary Health Centre,SRID=4326;POINT (9.1171491 6.9116705),6.9116705000000005,9.117149099999999,208.90545649999999,True,PHC MBAAKON GERI,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAYONGO,NORTH CENTRAL,Nkst Mbayongo Comprehensive Health Centre,SRID=4326;POINT (9.0495865 6.7351109),6.7351109,9.0495865,179.07910159999997,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBADEDE,NORTH CENTRAL,Nkst Uka Comprehensive Health Centre,SRID=4326;POINT (9.0042742 6.9196346),6.919634599999999,9.0042742,115.8,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBANYUMANGBAGH,NORTH CENTRAL,Nkst Comprehensive Abwa Mbaduku Health Centre,SRID=4326;POINT (9.12107 6.6779033),6.6779033,9.12107,192.8,True,,CHC (Comprehensive Health Centre)
BENUE,VANDEIKYA,MBAGBERA,NORTH CENTRAL,Nkst Igyu Primary Health Centre,SRID=4326;POINT (9.1273764 6.7365747),6.7365747,9.127376400000001,236.4909668,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAGBERA,NORTH CENTRAL,Nkst Naa Primary Health Centre,SRID=4326;POINT (9.0709217 6.8442117),6.8442117,9.0709217,204.4,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,TSAMBE,NORTH CENTRAL,Nkst Adeyongo Primary Health Centre,SRID=4326;POINT (9.1120767 6.9893267),6.9893267,9.1120767,203.1,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAKYAHA,NORTH CENTRAL,Nkst Kpamo Primary Health Centre,SRID=4326;POINT (9.179755 6.8312817),6.8312817,9.179755,220.1,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAKYAHA,NORTH CENTRAL,Natu Primary Health Centre,SRID=4326;POINT (9.1731867 6.7599184),6.759918400000001,9.1731867,203.9,True,Mbanatu PHC,PHC (Primary Health Centre)
BENUE,VANDEIKYA,NINGEV,NORTH CENTRAL,Bako Ningev Primary Health Centre,SRID=4326;POINT (9.0082702 6.8451176),6.845117599999999,9.008270199999998,128.9,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBANYUMANGBAGH,NORTH CENTRAL,Dagba Primary Health Centre,SRID=4326;POINT (9.090185 6.655995),6.655995,9.090185,154.2,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBATYOUGH,NORTH CENTRAL,Mbaause Primary Health Centre,SRID=4326;POINT (9.1433344 6.7149368),6.7149368,9.1433344,244.66656490000003,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAYONGO,NORTH CENTRAL,Tyemimongo Primary Health Centre,SRID=4326;POINT (9.0594779 6.7257498),6.725749799999999,9.059477900000001,207.1844482,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBADEDE,NORTH CENTRAL,Torjir Primary Health Centre,SRID=4326;POINT (9.048125 6.8842433),6.8842433000000005,9.048125,161.7,True,Agber Abenga medical centre,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAKYAHA,NORTH CENTRAL,St Felix Koti-Yough Ute Primary Health Centre,SRID=4326;POINT (9.1687448 6.8484315),6.8484315,9.1687448,214.0,True,,Health Clinic
BENUE,VANDEIKYA,MBAGBAM,NORTH CENTRAL,St. Paul's Sambe Primary Health Centre,SRID=4326;POINT (9.1509099 6.8826673),6.8826673,9.1509099,235.4452515,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAYONGO,NORTH CENTRAL,St. Robert Primary Health Centre,SRID=4326;POINT (9.0841981 6.697786),6.697786,9.0841981,191.99444580000002,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBAKAANGE,NORTH CENTRAL,St. Pauls Ikyaator Primary Health Centre,SRID=4326;POINT (9.0322146 6.8023524),6.8023524,9.0322146,223.28277590000002,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBATYOUGH,NORTH CENTRAL,Tsar Primary Health Centre,SRID=4326;POINT (9.139025 6.6907417),6.6907417,9.139025,239.3,True,,PHC (Primary Health Centre)
BENUE,VANDEIKYA,MBATYOUGH,NORTH CENTRAL,Model Tsar Primary Health Centre,SRID=4326;POINT (9.142651999999998 6.6807615),6.680761500000001,9.142652,137.5,False,,PHC (Primary Health Centre)
