state,lga,ward,zone,health_facility_full_name,geo_coordinate,latitude,longitude,altitude,is_operational,alternate_facility_name_details,facility_type
BENUE,OKPOKWU,EKE,NORTH CENTRAL,Olengbecho Primary Health Centre,SRID=4326;POINT (7.932866 7.1454349),7.145434900000001,7.932866000000001,200.8,False,,PHC (Primary Health Centre)
BENUE,OKPOKWU,ICHAMA II,NORTH CENTRAL,Ichama Primary Health Centre,SRID=4326;POINT (7.7873586 6.9079983),6.907998299999999,7.787358599999999,186.6,False,,PHC (Primary Health Centre)
BENUE,OKPOKWU,ICHAMA I,NORTH CENTRAL,Ipole-Ichama Primary Health Centre,SRID=4326;POINT (7.7500798 6.9430067),6.9430067,7.7500798,198.1,False,,PHC (Primary Health Centre)
BENUE,OKPOKWU,UGBOKOLO,NORTH CENTRAL,Ugbokolo Comprehensive Health Centre,SRID=4326;POINT (7.7937933 7.15472),7.154719999999999,7.793793300000001,235.4,False,Ugbokolo PHC,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKPAILE/INGLE,NORTH CENTRAL,Ogege Primary Health Centre,SRID=4326;POINT (7.937255 6.9678467),6.967846700000001,7.937255,126.5,False,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OJIGO,NORTH CENTRAL,Ojapo Primary Health Centre,SRID=4326;POINT (7.9242582 7.0259084),7.0259084000000005,7.9242582,188.9,False,,PHC (Primary Health Centre)
BENUE,OKPOKWU,AMEJO,NORTH CENTRAL,Otobi-Amejo Primary Health Centre,SRID=4326;POINT (7.8281933 7.1995383),7.1995383,7.828193300000001,225.5,False,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKONOBO,NORTH CENTRAL,Eboya Primary Health Centre,SRID=4326;POINT (7.8559258 7.1278485),7.1278485,7.8559258000000005,190.0,False,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKPOGA SOUTH,NORTH CENTRAL,Ikomuja Primary Health Centre,SRID=4326;POINT (7.77055 7.0045267),7.0045267,7.77055,79.2,False,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKPOGA CENTRAL,NORTH CENTRAL,Okpoga Primary Health Centre,SRID=4326;POINT (7.810855 7.0362817),7.0362817,7.810855,250.3,False,Central Dispensary,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKPOGA CENTRAL,NORTH CENTRAL,Abosa Primary Health Centre,SRID=4326;POINT (7.80259 7.0232433),7.023243300000001,7.8025899999999995,113.0,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKPOGA WEST,NORTH CENTRAL,Ede Primary Health Centre,SRID=4326;POINT (7.7579365 7.0207076),7.0207076,7.7579365000000005,236.8,False,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OJIGO,NORTH CENTRAL,Fsp Ojigo Primary Health Centre,SRID=4326;POINT (7.9405306 7.0511116),7.0511116,7.9405306,99.4,False,,
BENUE,OKPOKWU,OKPOGA WEST,NORTH CENTRAL,Ogene (MDGs) Facility,SRID=4326;POINT (7.7550259 6.9986113),6.998611299999999,7.755025900000001,199.6,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,AMEJO,NORTH CENTRAL,Oduda (MDGs) Facility,SRID=4326;POINT (7.8259239 7.1829747),7.1829747,7.8259239,184.5,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKPOGA NORTH,NORTH CENTRAL,Okpudu Primary Health Centre,SRID=4326;POINT (7.7958751 7.0543932),7.0543932,7.795875099999999,303.7,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,ICHAMA II,NORTH CENTRAL,Oma Primary Health Centre,SRID=4326;POINT (7.7926227 6.9532127),6.953212700000001,7.7926227,233.2,False,,
BENUE,OKPOKWU,OKPOGA SOUTH,NORTH CENTRAL,Adiga Primary Health Centre,SRID=4326;POINT (7.8922033 6.886015),6.8860149999999996,7.892203299999999,134.1,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OJIGO,NORTH CENTRAL,Agamudu Primary Health Centre,SRID=4326;POINT (7.8923263 6.9552948),6.955294800000001,7.892326299999999,194.3,False,,
BENUE,OKPOKWU,EKE,NORTH CENTRAL,Ai'okpasu Primary Health Centre,SRID=4326;POINT (7.9322426 7.1636935),7.1636935,7.9322425999999995,169.0,False,,
BENUE,OKPOKWU,EKE,NORTH CENTRAL,Ajide Primary Health Centre,SRID=4326;POINT (7.9069085 7.1383187),7.1383187,7.906908500000001,215.5,False,,
BENUE,OKPOKWU,OKPOGA SOUTH,NORTH CENTRAL,Akpakpa Primary Health Centre,SRID=4326;POINT (7.7940107 6.9715671),6.971567100000001,7.7940107,179.0,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OJIGO,NORTH CENTRAL,Akpodo Primary Health Centre,SRID=4326;POINT (7.8923731 7.066122),7.066122,7.8923731,160.6,False,,
BENUE,OKPOKWU,UGBOKOLO,NORTH CENTRAL,Ankpa Primary Health Centre,SRID=4326;POINT (7.8137533 7.20969),7.209689999999999,7.813753299999999,143.1,True,,Health Clinic
BENUE,OKPOKWU,OJIGO,NORTH CENTRAL,Anmoda Primary Health Centre,SRID=4326;POINT (7.9162251 6.9900859),6.9900858999999995,7.916225099999999,150.6,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,UGBOKOLO,NORTH CENTRAL,Effa Primary Health Centre,SRID=4326;POINT (7.745875 7.1905267),7.1905267,7.745875,189.6,False,,
BENUE,OKPOKWU,OKPOGA SOUTH,NORTH CENTRAL,Effeche Primary Health Centre,SRID=4326;POINT (7.8198124 6.960186),6.960186,7.819812400000001,188.2,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OJIGO,NORTH CENTRAL,Effeche-Aiona Primary Health Centre,SRID=4326;POINT (7.8811365 6.9490133),6.9490133,7.8811365,165.5,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OJIGO,NORTH CENTRAL,Effiom Primary Health Centre,SRID=4326;POINT (7.9238811 6.9717756),6.971775599999999,7.9238811,128.6,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKONOBO,NORTH CENTRAL,Effoyo Primary Health Centre,SRID=4326;POINT (7.82447 7.1407167),7.1407167000000005,7.82447,229.8,False,,
BENUE,OKPOKWU,OKPAILE/INGLE,NORTH CENTRAL,Ingle Centre Primary Health Centre,SRID=4326;POINT (7.8556092 7.0405453),7.0405453,7.855609200000001,276.9,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,EKE,NORTH CENTRAL,Jericho Primary Health Centre,SRID=4326;POINT (7.9561222 7.1647522),7.1647522,7.956122200000001,169.1,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,EKE,NORTH CENTRAL,Obotu Primary Health Centre,SRID=4326;POINT (7.969535 7.1081633),7.1081633,7.9695350000000005,115.4,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKPOGA SOUTH,NORTH CENTRAL,Odokpo Primary Health Centre,SRID=4326;POINT (7.8472332 6.8999324),6.899932400000001,7.8472332,158.5,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,UGBOKOLO,NORTH CENTRAL,Odumu Primary Health Centre,SRID=4326;POINT (7.8008433 7.2126767),7.2126767,7.8008433,181.1,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,EKE,NORTH CENTRAL,Ogblega Primary Health Centre,SRID=4326;POINT (7.9038683 7.1747767),7.174776700000001,7.9038683,155.4,False,,
BENUE,OKPOKWU,OKPAILE/INGLE,NORTH CENTRAL,Ogbolagodo Primary Health Centre,SRID=4326;POINT (7.8623819 7.064957),7.064957000000001,7.8623819,198.3,False,,
BENUE,OKPOKWU,AMEJO,NORTH CENTRAL,Ogene Primary Health Centre,SRID=4326;POINT (7.8510238 7.1889358),7.188935799999999,7.8510238,112.4,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,ICHAMA I,NORTH CENTRAL,Ojoga Primary Health Centre,SRID=4326;POINT (7.7631333 6.9397991),6.939799099999999,7.7631333,234.0,True,,Health Clinic
BENUE,OKPOKWU,OKPOGA WEST,NORTH CENTRAL,Oklenyi Primary Health Centre,SRID=4326;POINT (7.7652088 7.0422137),7.0422137000000005,7.7652088,202.2,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKONOBO,NORTH CENTRAL,Okpafie Primary Health Centre,SRID=4326;POINT (7.8047981 7.1210788),7.1210788,7.8047981,231.2,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,UGBOKOLO,NORTH CENTRAL,Okwungaga Primary Health Centre,SRID=4326;POINT (7.7545814 7.1568562),7.156856200000001,7.7545814,252.3,False,,
BENUE,OKPOKWU,OJIGO,NORTH CENTRAL,Oladegbo Primary Health Centre,SRID=4326;POINT (7.9902171 7.0532992),7.0532992,7.990217100000001,112.1,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKPAILE/INGLE,NORTH CENTRAL,Olakrama Primary Health Centre,SRID=4326;POINT (7.8524133 7.066358),7.066358,7.8524133,197.7,False,,
BENUE,OKPOKWU,AMEJO,NORTH CENTRAL,Olanyega Primary Health Centre,SRID=4326;POINT (7.8393281 7.1547053),7.1547053,7.8393281,216.7,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKONOBO,NORTH CENTRAL,Ollo Primary Health Centre,SRID=4326;POINT (7.8319984 7.088506),7.088506,7.8319984,211.2,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OJIGO,NORTH CENTRAL,Omusu Primary Health Centre,SRID=4326;POINT (7.9766967 6.973855),6.973855,7.976696700000001,124.2,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OJIGO,NORTH CENTRAL,Opialu Primary Health Centre,SRID=4326;POINT (7.9586564 7.0288264),7.028826400000001,7.9586564,158.3,True,,PHC (Primary Health Centre)
BENUE,OKPOKWU,OKPAILE/INGLE,NORTH CENTRAL,Okpale Otta Primary Health Centre,SRID=4326;POINT (7.9200576 7.0846179),7.0846179000000005,7.9200576,55.4,True,,PHC (Primary Health Centre)
BENUE,OTUKPO,EWULO,NORTH CENTRAL,Upu Primary Health Centre,SRID=4326;POINT (8.1617236 7.2237246),7.2237246,8.161723599999998,167.18,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,OTUKPO TOWN CENTRAL,NORTH CENTRAL,Asa Primary Health Centre,SRID=4326;POINT (8.1417058 7.1794408),7.179440799999999,8.1417058,209.0,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,OKETE,NORTH CENTRAL,Otukpo/Icho Primary Health Centre,SRID=4326;POINT (8.174317 7.2521236),7.252123599999999,8.174317,140.315,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,ADOKA-ICHO,NORTH CENTRAL,Adoka Primary Health Centre,SRID=4326;POINT (7.9844045 7.4460781),7.4460781,7.9844045,194.94299999999998,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,ALLAN,NORTH CENTRAL,Allan Primary Health Centre,SRID=4326;POINT (8.0851289 7.0117429),7.011742900000001,8.0851289,107.196,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,UGBOJU-ICHO,NORTH CENTRAL,Ipolo Primary Health Centre,SRID=4326;POINT (7.8932187 7.3854152),7.385415200000001,7.8932187,238.65900000000002,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,OTOBI,NORTH CENTRAL,Otobi Primary Health Centre,SRID=4326;POINT (8.0933044 7.1125597),7.112559700000001,8.093304400000001,115.0,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,OTUKPO TOWN WEST,NORTH CENTRAL,Akpegede Primary Health Centre,SRID=4326;POINT (8.1676037 7.136421),7.136421,8.167603699999999,145.0,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,OTUKPO TOWN EAST,NORTH CENTRAL,Otukpo Comprehensive Health Centre,SRID=4326;POINT (8.1368986 7.189479),7.1894789999999995,8.136898599999999,205.0,False,PHCC Otukpo,PHC (Primary Health Centre)
BENUE,OTUKPO,ADOKA-HAJE,NORTH CENTRAL,Aune Primary Health Centre,SRID=4326;POINT (8.0354558 7.4737897),7.473789699999999,8.035455800000001,175.87400000000002,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,UGBOJU-OTAHE,NORTH CENTRAL,Eyokpa Primary Health Centre,SRID=4326;POINT (7.9823656 7.3667162),7.3667162,7.9823656000000005,208.82,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,UGBOJU-EHAJE,NORTH CENTRAL,Ondo Primary Health Centre,SRID=4326;POINT (8.0581669 7.351293),7.351292999999999,8.058166900000002,159.0,False,,PHC (Primary Health Centre)
BENUE,OTUKPO,OTOBI,NORTH CENTRAL,Akwete Primary Health Centre,SRID=4326;POINT (8.0903567 7.0403727),7.0403727,8.0903567,160.0,True,,PHC (Primary Health Centre)
BENUE,OTUKPO,ADOKA-ICHO,NORTH CENTRAL,Fsp Uga Primary Health Centre,SRID=4326;POINT (7.9565355 7.4236423),7.423642299999999,7.956535499999999,236.0,True,,Health Clinic
BENUE,OTUKPO,��������������,NORTH CENTRAL,Olakpoga Primary Health Centre,SRID=4326;POINT (7.978845 7.5208655),7.5208655,7.978845,184.0,True,,Health Post
BENUE,OTUKPO,OTOBI,NORTH CENTRAL,Adankari Primary Health Centre,SRID=4326;POINT (8.0654821 7.0584478),7.058447800000001,8.065482099999999,103.0,True,,Health Clinic
BENUE,OTUKPO,ALLAN,NORTH CENTRAL,Adim Primary Health Centre,SRID=4326;POINT (8.0720604 7.0044717),7.004471700000001,8.0720604,99.0,True,,PHC (Primary Health Centre)
BENUE,OTUKPO,ADOKA-HAJE,NORTH CENTRAL,Aukpa Primary Health Centre,SRID=4326;POINT (8.0057005 7.4714605),7.471460499999999,8.0057005,179.0,True,,Health Clinic
BENUE,OTUKPO,UGBOJU-OTAHE,NORTH CENTRAL,Efeyi Primary Health Centre,SRID=4326;POINT (7.9761509 7.3710916),7.3710916,7.9761509,224.0,True,,Health Clinic
BENUE,OTUKPO,ADOKA-ICHO,NORTH CENTRAL,Ekantili Primary Health Centre,SRID=4326;POINT (7.8392757 7.4606785),7.4606785,7.8392757,255.0,True,,Health Post
BENUE,OTUKPO,UGBOJU-EHAJE,NORTH CENTRAL,Igaluwa Primary Health Centre,SRID=4326;POINT (8.0530468 7.3562804),7.3562804,8.053046799999999,188.0,True,,Health Post
BENUE,OTUKPO,ADOKA-ICHO,NORTH CENTRAL,Ipole Primary Health Centre,SRID=4326;POINT (7.9453035 7.448109),7.448109,7.9453035000000005,238.0,True,,Health Post
BENUE,OTUKPO,ADOKA-HAJE,NORTH CENTRAL,Obena Primary Health Centre,SRID=4326;POINT (8.0153955 7.4761287),7.476128699999999,8.0153955,182.0,True,,Health Clinic
BENUE,OTUKPO,UGBOJU-ICHO,NORTH CENTRAL,Obotu Primary Health Centre,SRID=4326;POINT (7.9092628 7.3775564),7.3775564,7.9092628,261.0,True,,PHC (Primary Health Centre)
BENUE,OTUKPO,OKETE,NORTH CENTRAL,Odudaje Primary Health Centre,SRID=4326;POINT (8.172019 7.279916),7.279916,8.172019,164.0,True,,Health Clinic
BENUE,OTUKPO,ADOKA-ICHO,NORTH CENTRAL,Ogodumu 1 Primary Health Centre,SRID=4326;POINT (7.9355604 7.4821971),7.482197099999999,7.935560400000001,218.0,True,,Health Post
BENUE,OTUKPO,ADOKA-ICHO,NORTH CENTRAL,Ogodumu 2 Primary Health Centre,SRID=4326;POINT (7.9450329 7.4771133),7.4771133,7.9450329,263.0,True,,Health Post
BENUE,OTUKPO,UGBOJU-ICHO,NORTH CENTRAL,Ogoli Primary Health Centre,SRID=4326;POINT (7.89268 7.3663475),7.366347500000001,7.89268,200.0,True,,PHC (Primary Health Centre)
BENUE,OTUKPO,ALLAN,NORTH CENTRAL,Ogyoma Primary Health Centre,SRID=4326;POINT (8.091684 7.000525),7.000525,8.091683999999999,108.0,True,,Health Clinic
BENUE,OTUKPO,ADOKA-ICHO,NORTH CENTRAL,Ojakpama Primary Health Centre,SRID=4326;POINT (7.9006793 7.4422213),7.4422213,7.9006793,258.0,True,,Health Clinic
BENUE,OTUKPO,ADOKA-ICHO,NORTH CENTRAL,Ojinebe Primary Health Centre,SRID=4326;POINT (7.9212724 7.4955732),7.4955732,7.9212724,242.0,True,,Health Clinic
BENUE,OTUKPO,UGBOJU-OTAHE,NORTH CENTRAL,Okoto Primary Health Centre,SRID=4326;POINT (7.9841602 7.3441164),7.344116400000001,7.9841602,226.0,True,,Health Post
BENUE,OTUKPO,ADOKA-ICHO,NORTH CENTRAL,Okpaflo Primary Health Centre,SRID=4326;POINT (7.9231087 7.4615821),7.461582099999999,7.9231087,215.0,True,,Health Clinic
BENUE,OTUKPO,ADOKA-HAJE,NORTH CENTRAL,Onipi Primary Health Centre,SRID=4326;POINT (8.0253467 7.4760101),7.4760101,8.0253467,184.0,True,,Health Clinic
BENUE,OTUKPO,OTOBI,NORTH CENTRAL,Onyuweyi Primary Health Centre,SRID=4326;POINT (8.0594329 7.0465756),7.0465756,8.0594329,116.0,True,,Health Post
BENUE,OTUKPO,ADOKA-HAJE,NORTH CENTRAL,Opa Primary Health Centre,SRID=4326;POINT (8.0604919 7.4762756),7.476275599999999,8.0604919,182.0,True,,Health Clinic
BENUE,OTUKPO,OKETE,NORTH CENTRAL,Otukpo Nobi Primary Health Centre,SRID=4326;POINT (8.1572386 7.2531669),7.253166900000001,8.1572386,149.0,True,,PHC (Primary Health Centre)
BENUE,OTUKPO,TOWNSHIP I,NORTH CENTRAL,Sev-Av Foundation Clinic,SRID=4326;POINT (8.1472682 7.1939886),7.1939886,8.1472682,254.0,True,,PHC (Primary Health Centre)
BENUE,OTUKPO,��������������,NORTH CENTRAL,Umogidi Primary Health Centre,SRID=4326;POINT (8.0028585 7.5566281),7.5566281,8.0028585,172.0,True,,BHC (Basic Health Centre)
BENUE,TARKA,TONGOV,NORTH CENTRAL,Atighir Primary Health Centre,SRID=4326;POINT (8.8120318 7.6098615),7.609861500000001,8.812031800000002,175.6,False,,PHC (Primary Health Centre)
BENUE,TARKA,IKYOYIA,NORTH CENTRAL,Akoodo Primary Health Centre,SRID=4326;POINT (8.8812667 7.6230533),7.6230533,8.8812667,173.1,False,,PHC (Primary Health Centre)
BENUE,TARKA,MBAKWAKEM,NORTH CENTRAL,Kpeambila Primary Health Centre,SRID=4326;POINT (8.9385623 7.511152),7.511152,8.938562300000001,174.2,False,,PHC (Primary Health Centre)
BENUE,TARKA,SHITILE,NORTH CENTRAL,Tiortyu Primary Health Centre,SRID=4326;POINT (8.7833484 7.7176103),7.7176103000000005,8.7833484,139.5,False,,PHC (Primary Health Centre)
BENUE,TARKA,MBAIGBA,NORTH CENTRAL,Tseakiishi Primary Health Centre,SRID=4326;POINT (8.8908123 7.47393),7.47393,8.8908123,163.3,False,,PHC (Primary Health Centre)
BENUE,TARKA,MBAAYO,NORTH CENTRAL,Nphc Aboho Primary Health Centre,SRID=4326;POINT (8.9311299 7.5916117),7.5916117,8.9311299,211.3,False,,PHC (Primary Health Centre)
BENUE,TARKA,MBAIKYAA,NORTH CENTRAL,Gwarche Primary Health Centre,SRID=4326;POINT (8.9015833 7.6095127),7.609512700000001,8.901583300000002,194.4,False,,PHC (Primary Health Centre)
BENUE,TARKA,MBANYAGBER,NORTH CENTRAL,Tse Tiah Primary Health Centre,SRID=4326;POINT (8.945721 7.6349877),7.634987700000001,8.945721,136.4,False,,PHC (Primary Health Centre)
BENUE,TARKA,MBACHAVER IKYONDO,NORTH CENTRAL,Asukunya Primary Health Centre,SRID=4326;POINT (8.861095 7.65025),7.65025,8.861094999999999,193.9,False,Mbajir Health Centre,PHC (Primary Health Centre)
BENUE,TARKA,MBAAJIRAKAA,NORTH CENTRAL,Aso Primary Health Centre,SRID=4326;POINT (8.8328883 7.6455317),7.645531699999999,8.8328883,187.2,False,,PHC (Primary Health Centre)
BENUE,TARKA,MBAAJIRAKAA,NORTH CENTRAL,Fsp Wuatsa Primary Health Centre,SRID=4326;POINT (8.8310065 7.6777633),7.6777633000000005,8.8310065,139.0,True,,Health Clinic
BENUE,TARKA,SHITILE,NORTH CENTRAL,Hope Kaamem Clinic,SRID=4326;POINT (8.7813469 7.6476317),7.6476317,8.781346899999999,201.0,True,,Health Clinic
BENUE,TARKA,MBACHAVER IKYONDO,NORTH CENTRAL,Nkst Asukunya Primary Health Centre,SRID=4326;POINT (8.8691395 7.6620881),7.662088099999999,8.869139500000001,210.0,True,,Health Clinic
BENUE,TARKA,TONGOV,NORTH CENTRAL,Nkst Uchi Primary Health Centre,SRID=4326;POINT (8.8102629 7.6856968),7.6856968,8.8102629,89.0,True,,PHC (Primary Health Centre)
BENUE,TARKA,MBAKYO/YIA,NORTH CENTRAL,Nkst Wannune Primary Health Centre,SRID=4326;POINT (8.8820771 7.5578965),7.5578965,8.8820771,260.0,True,,PHC (Primary Health Centre)
BENUE,TARKA,MBACHAVER IKYONDO,NORTH CENTRAL,Akpa Primary Health Centre,SRID=4326;POINT (8.859384 7.6924987),7.692498700000001,8.859384,177.0,True,,PHC (Primary Health Centre)
BENUE,TARKA,SHITILE,NORTH CENTRAL,Anchiha Primary Health Centre,SRID=4326;POINT (8.8226451 7.5502454),7.5502454,8.8226451,195.0,True,,Health Clinic
BENUE,TARKA,MBANYAGBER,NORTH CENTRAL,Avande Primary Health Centre,SRID=4326;POINT (8.9631897 7.6745836),7.674583599999999,8.9631897,141.0,True,,PHC (Primary Health Centre)
BENUE,TARKA,MBAKWAKEM,NORTH CENTRAL,Awenebo Primary Health Centre,SRID=4326;POINT (8.9319812 7.6786342),7.6786342,8.9319812,144.0,True,NPHC Awenebo,PHC (Primary Health Centre)
BENUE,TARKA,SHITILE,NORTH CENTRAL,Azungur Primary Health Centre,SRID=4326;POINT (8.8345072 7.5314806),7.5314806,8.8345072,149.0,True,,Health Clinic
BENUE,TARKA,MBAIKYAA,NORTH CENTRAL,Konkyar Primary Health Centre,SRID=4326;POINT (8.9094545 7.6677232),7.6677232,8.909454499999999,149.0,True,,Health Clinic
BENUE,TARKA,MBAKWAKEM,NORTH CENTRAL,Kontien Primary Health Centre,SRID=4326;POINT (8.9236321 7.6329828),7.6329828,8.923632099999999,176.0,True,,Health Clinic
BENUE,TARKA,MBAKYO/YIA,NORTH CENTRAL,Salem Primary Health Centre,SRID=4326;POINT (8.8929829 7.6762528),7.676252799999999,8.8929829,134.7,True,,Health Clinic
BENUE,TARKA,MBAIGBA,NORTH CENTRAL,Tarhembe Primary Health Centre,SRID=4326;POINT (8.9099599 7.4915453),7.491545299999999,8.9099599,265.0,True,,PHC (Primary Health Centre)
BENUE,TARKA,MBAKYO/YIA,NORTH CENTRAL,Township Primary Health Centre,SRID=4326;POINT (8.8790694 7.5676314),7.5676314,8.8790694,152.0,True,,PHC (Primary Health Centre)
BENUE,TARKA,SHITILE,NORTH CENTRAL,Tseikwa Primary Health Centre,SRID=4326;POINT (8.7867651 7.6540927),7.6540927,8.7867651,211.0,True,,PHC (Primary Health Centre)
BENUE,TARKA,MBAIGBA,NORTH CENTRAL,Twar Primary Health Centre,SRID=4326;POINT (8.8763531 7.4901827),7.4901827,8.876353100000001,225.0,False,,
BENUE,TARKA,TONGOV,NORTH CENTRAL,Uchi Primary Health Centre,SRID=4326;POINT (8.8162689 7.6796721),7.6796720999999994,8.816268899999999,168.0,True,,PHC (Primary Health Centre)
BENUE,TARKA,MBAAJIRAKAA,NORTH CENTRAL,Uyarako Primary Health Centre,SRID=4326;POINT (8.8271383 7.6224257),7.6224257,8.8271383,168.0,True,,PHC (Primary Health Centre)
BENUE,TARKA,TONGOV,NORTH CENTRAL,Ukyaver Primary Health Centre,SRID=4326;POINT (8.8513422 7.4878195),7.4878195000000005,8.8513422,168.0,True,,PHC (Primary Health Centre)
BENUE,TARKA,MBAIGBA,NORTH CENTRAL,Yazema Primary Health Centre,SRID=4326;POINT (8.8960351 7.4554269),7.4554269,8.896035099999999,234.0,True,,PHC (Primary Health Centre)
BENUE,UKUM,MBAYENGE,NORTH CENTRAL,Melabu Primary Health Centre,SRID=4326;POINT (9.7522933 7.7299783),7.7299783,9.7522933,166.1,False,,PHC (Primary Health Centre)
BENUE,UKUM,ITYULUV,NORTH CENTRAL,Gbagir Primary Health Centre,SRID=4326;POINT (9.5283817 7.6479033),7.647903299999999,9.528381699999999,165.6,False,,PHC (Primary Health Centre)
BENUE,UKUM,TSAAV,NORTH CENTRAL,Afia Primary Health Centre,SRID=4326;POINT (9.48588 7.7575483),7.757548299999999,9.48588,167.0,False,,PHC (Primary Health Centre)
BENUE,UKUM,MBAZUN,NORTH CENTRAL,Kyado Primary Health Centre,SRID=4326;POINT (9.73511 7.647885),7.6478850000000005,9.73511,197.1,False,,PHC (Primary Health Centre)
BENUE,UKUM,MBATIAN,NORTH CENTRAL,Tine-Nune Primary Health Centre,SRID=4326;POINT (9.6829433 7.56069),7.560689999999999,9.6829433,226.6,False,,PHC (Primary Health Centre)
BENUE,UKUM,BORIKYO,NORTH CENTRAL,Ayati Primary Health Centre,SRID=4326;POINT (9.7425933 7.510195),7.5101949999999995,9.742593300000001,182.8,False,,PHC (Primary Health Centre)
BENUE,UKUM,KENDEV,NORTH CENTRAL,Ansambe Primary Health Centre,SRID=4326;POINT (9.6399033 7.600555),7.600555,9.6399033,216.5,False,,PHC (Primary Health Centre)
BENUE,UKUM,TSAAV,NORTH CENTRAL,Abwer Primary Health Centre,SRID=4326;POINT (9.4927629 7.8318103),7.8318103,9.4927629,203.3509521,True,,PHC (Primary Health Centre)
BENUE,UKUM,AZENDESHI,NORTH CENTRAL,Akpene Primary Health Centre,SRID=4326;POINT (9.6307438 7.6647167),7.6647167000000005,9.630743800000001,229.9,True,,PHC (Primary Health Centre)
BENUE,UKUM,MBAZUN,NORTH CENTRAL,Akpuuna Primary Health Centre,SRID=4326;POINT (9.7816866 7.5685835),7.568583500000001,9.781686599999999,290.3605957,True,,PHC (Primary Health Centre)
BENUE,UKUM,KUNDAV,NORTH CENTRAL,Alabar Primary Health Centre,SRID=4326;POINT (9.6179862 7.4869606),7.4869606,9.617986199999999,208.2776489,True,,PHC (Primary Health Centre)
BENUE,UKUM,ATERAYANGE,NORTH CENTRAL,Ankugh Primary Health Centre,SRID=4326;POINT (9.6518521 7.8184158),7.8184157999999995,9.6518521,175.4226074,True,,PHC (Primary Health Centre)
BENUE,UKUM,ATERAYANGE,NORTH CENTRAL,Ateryange Primary Health Centre,SRID=4326;POINT (9.5808474 7.7773527),7.7773527,9.5808474,212.9916992,True,,PHC (Primary Health Centre)
BENUE,UKUM,MBAZUN,NORTH CENTRAL,Bom Primary Health Centre,SRID=4326;POINT (9.8509408 7.6931039),7.6931039000000006,9.850940800000002,220.8172607,True,,PHC (Primary Health Centre)
BENUE,UKUM,KENDEV,NORTH CENTRAL,Bosua Nkst Primary Health Centre,SRID=4326;POINT (9.60864 7.577305),7.577305,9.60864,200.5,True,,PHC (Primary Health Centre)
BENUE,UKUM,MBATIAN,NORTH CENTRAL,Chaverkper Primary Health Centre,SRID=4326;POINT (9.7393783 7.5613367),7.5613367,9.7393783,247.0,True,,PHC (Primary Health Centre)
BENUE,UKUM,MBAZUN,NORTH CENTRAL,Chia Primary Health Centre,SRID=4326;POINT (9.7512575 7.6188266),7.6188266,9.7512575,230.44323730000002,True,,PHC (Primary Health Centre)
BENUE,UKUM,AZENDESHI,NORTH CENTRAL,Chito St Marys Primary Health Centre,SRID=4326;POINT (9.5975692 7.7124036),7.712403599999999,9.597569199999999,175.6,True,St. Mary PHC Chito,PHC (Primary Health Centre)
BENUE,UKUM,AZENDESHI,NORTH CENTRAL,Chito Primary Health Centre,SRID=4326;POINT (9.6087627 7.7095033),7.7095033,9.6087627,238.2,True,,PHC (Primary Health Centre)
